date,district,daily_consumption_kwh,temperature_c,day_of_week,population
2022-08-03,District D,33.2,28.6,Wednesday,12000
2022-08-03,District E,32.3,28.9,Wednesday,8000
2022-08-04,District A,22.7,27.4,Thursday,10000
2022-08-04,District B,60.5,31.1,Thursday,15000
2022-08-04,District C,54.4,25.0,Thursday,20000
2022-08-04,District D,32.9,25.4,Thursday,12000
2022-08-04,District E,30.6,28.5,Thursday,8000
2022-08-05,District A,36.5,30.5,Friday,10000
2022-08-05,District B,64.1,27.5,Friday,15000
2022-08-05,District C,93.3,28.7,Friday,20000
2022-08-05,District D,27.0,30.3,Friday,12000
2022-08-05,District E,22.5,30.8,Friday,8000
2022-08-06,District A,19.9,30.9,Saturday,10000
2022-08-06,District B,61.7,25.7,Saturday,15000
2022-08-06,District C,81.2,26.3,Saturday,20000
2022-08-06,District D,42.4,26.8,Saturday,12000
2022-08-06,District E,25.5,30.9,Saturday,8000
2022-08-07,District A,23.7,27.1,Sunday,10000
2022-08-07,District B,43.7,24.3,Sunday,15000
2022-08-07,District C,86.7,30.5,Sunday,20000
2022-08-07,District D,46.4,32.7,Sunday,12000
2022-08-07,District E,28.8,31.9,Sunday,8000
2022-08-08,District A,44.6,26.6,Monday,10000
2022-08-08,District B,52.2,30.7,Monday,15000
2022-08-08,District C,63.1,25.1,Monday,20000
2022-08-08,District D,52.1,28.6,Monday,12000
2022-08-08,District E,23.7,29.5,Monday,8000
2022-08-09,District A,21.0,33.8,Tuesday,10000
2022-08-09,District B,28.7,28.2,Tuesday,15000
2022-08-09,District C,85.6,31.4,Tuesday,20000
2022-08-09,District D,49.4,26.8,Tuesday,12000
2022-08-09,District E,34.1,26.9,Tuesday,8000
2022-08-10,District A,39.7,31.5,Wednesday,10000
2022-08-10,District B,73.3,24.2,Wednesday,15000
2022-08-10,District C,52.5,31.3,Wednesday,20000
2022-08-10,District D,30.7,32.3,Wednesday,12000
2022-08-10,District E,16.8,32.7,Wednesday,8000
2022-08-11,District A,32.6,31.0,Thursday,10000
2022-08-11,District B,40.9,25.0,Thursday,15000
2022-08-11,District C,68.1,24.1,Thursday,20000
2022-08-11,District D,41.0,27.0,Thursday,12000
2022-08-11,District E,20.9,27.0,Thursday,8000
2022-08-12,District A,20.3,31.4,Friday,10000
2022-08-12,District B,64.6,33.0,Friday,15000
2022-08-12,District C,71.4,30.7,Friday,20000
2022-08-12,District D,29.0,32.9,Friday,12000
2022-08-12,District E,22.8,24.8,Friday,8000
2022-08-13,District A,18.9,31.9,Saturday,10000
2022-08-13,District B,67.3,29.8,Saturday,15000
2022-08-13,District C,64.2,32.6,Saturday,20000
2022-08-13,District D,53.9,24.6,Saturday,12000
2022-08-13,District E,16.9,30.0,Saturday,8000
2022-08-14,District A,47.3,24.9,Sunday,10000
2022-08-14,District B,60.6,30.7,Sunday,15000
2022-08-14,District C,66.9,32.8,Sunday,20000
2022-08-14,District D,35.5,29.2,Sunday,12000
2022-08-14,District E,23.8,27.2,Sunday,8000
2022-08-15,District A,36.0,31.7,Monday,10000
2022-08-15,District B,47.2,32.9,Monday,15000
2022-08-15,District C,73.6,30.1,Monday,20000
2022-08-15,District D,46.6,29.9,Monday,12000
2022-08-15,District E,26.7,26.4,Monday,8000
2022-08-16,District A,31.5,25.0,Tuesday,10000
2022-08-16,District B,53.4,28.9,Tuesday,15000
2022-08-16,District C,68.4,33.5,Tuesday,20000
2022-08-16,District D,38.0,31.4,Tuesday,12000
2022-08-16,District E,15.9,30.3,Tuesday,8000
2022-08-17,District A,27.8,26.5,Wednesday,10000
2022-08-17,District B,28.8,28.7,Wednesday,15000
2022-08-17,District C,50.9,25.4,Wednesday,20000
2022-08-17,District D,32.3,33.7,Wednesday,12000
2022-08-17,District E,18.6,28.8,Wednesday,8000
2022-08-18,District A,25.6,30.1,Thursday,10000
2022-08-18,District B,47.9,26.1,Thursday,15000
2022-08-18,District C,40.5,24.1,Thursday,20000
2022-08-18,District D,22.8,26.2,Thursday,12000
2022-08-18,District E,21.7,25.1,Thursday,8000
2022-08-19,District A,35.1,32.0,Friday,10000
2022-08-19,District B,40.8,29.1,Friday,15000
2022-08-19,District C,60.3,33.3,Friday,20000
2022-08-19,District D,48.5,24.9,Friday,12000
2022-08-19,District E,22.9,25.1,Friday,8000
2022-08-20,District A,41.6,29.1,Saturday,10000
2022-08-20,District B,55.4,28.9,Saturday,15000
2022-08-20,District C,43.1,33.9,Saturday,20000
2022-08-20,District D,34.4,26.7,Saturday,12000
2022-08-20,District E,23.3,28.2,Saturday,8000
2022-08-21,District A,37.3,33.1,Sunday,10000
2022-08-21,District B,39.5,30.1,Sunday,15000
2022-08-21,District C,87.6,32.2,Sunday,20000
2022-08-21,District D,21.7,32.2,Sunday,12000
2022-08-21,District E,15.5,30.4,Sunday,8000
2022-08-22,District A,20.6,26.6,Monday,10000
2022-08-22,District B,57.5,30.0,Monday,15000
2022-08-22,District C,59.6,25.1,Monday,20000
2022-08-22,District D,35.2,28.6,Monday,12000
2022-08-22,District E,24.6,25.2,Monday,8000
2022-08-23,District A,19.9,31.5,Tuesday,10000
2022-08-23,District B,46.0,24.8,Tuesday,15000
2022-08-23,District C,72.1,33.4,Tuesday,20000
2022-08-23,District D,33.3,30.8,Tuesday,12000
2022-08-23,District E,14.6,29.9,Tuesday,8000
2022-08-24,District A,42.7,30.4,Wednesday,10000
2022-08-24,District B,62.4,30.1,Wednesday,15000
2022-08-24,District C,42.5,31.2,Wednesday,20000
2022-08-24,District D,23.8,33.0,Wednesday,12000
2022-08-24,District E,17.5,29.3,Wednesday,8000
2022-08-25,District A,32.7,24.1,Thursday,10000
2022-08-25,District B,46.7,27.0,Thursday,15000
2022-08-25,District C,38.4,29.8,Thursday,20000
2022-08-25,District D,39.7,25.2,Thursday,12000
2022-08-25,District E,30.2,27.4,Thursday,8000
2022-08-26,District A,42.9,30.5,Friday,10000
2022-08-26,District B,46.6,30.9,Friday,15000
2022-08-26,District C,53.4,30.7,Friday,20000
2022-08-26,District D,49.5,27.1,Friday,12000
2022-08-26,District E,33.2,28.5,Friday,8000
2022-08-27,District A,41.2,32.2,Saturday,10000
2022-08-27,District B,44.5,33.2,Saturday,15000
2022-08-27,District C,67.4,27.2,Saturday,20000
2022-08-27,District D,41.1,27.7,Saturday,12000
2022-08-27,District E,29.3,31.1,Saturday,8000
2022-08-28,District A,22.5,27.7,Sunday,10000
2022-08-28,District B,32.8,28.3,Sunday,15000
2022-08-28,District C,54.7,32.9,Sunday,20000
2022-08-28,District D,22.4,25.5,Sunday,12000
2022-08-28,District E,28.2,30.5,Sunday,8000
2022-08-29,District A,20.9,27.4,Monday,10000
2022-08-29,District B,41.6,28.1,Monday,15000
2022-08-29,District C,72.1,30.8,Monday,20000
2022-08-29,District D,30.1,27.6,Monday,12000
2022-08-29,District E,25.4,33.9,Monday,8000
2022-08-30,District A,21.8,30.9,Tuesday,10000
2022-08-30,District B,28.1,28.9,Tuesday,15000
2022-08-30,District C,88.1,29.1,Tuesday,20000
2022-08-30,District D,22.9,27.8,Tuesday,12000
2022-08-30,District E,25.3,24.3,Tuesday,8000
2022-08-31,District A,18.6,25.6,Wednesday,10000
2022-08-31,District B,45.6,31.6,Wednesday,15000
2022-08-31,District C,84.6,26.9,Wednesday,20000
2022-08-31,District D,52.6,25.2,Wednesday,12000
2022-08-31,District E,33.6,27.1,Wednesday,8000
2022-09-01,District A,44.8,22.8,Thursday,10000
2022-09-01,District B,38.7,25.9,Thursday,15000
2022-09-01,District C,57.0,25.7,Thursday,20000
2022-09-01,District D,36.3,21.1,Thursday,12000
2022-09-01,District E,19.7,22.3,Thursday,8000
2022-09-02,District A,38.1,22.4,Friday,10000
2022-09-02,District B,70.9,24.1,Friday,15000
2022-09-02,District C,61.0,21.5,Friday,20000
2022-09-02,District D,32.6,20.1,Friday,12000
2022-09-02,District E,25.4,18.5,Friday,8000
2022-09-03,District A,49.0,20.2,Saturday,10000
2022-09-03,District B,45.6,22.5,Saturday,15000
2022-09-03,District C,48.4,22.6,Saturday,20000
2022-09-03,District D,46.5,21.6,Saturday,12000
2022-09-03,District E,25.6,21.9,Saturday,8000
2022-09-04,District A,41.8,26.0,Sunday,10000
2022-09-04,District B,55.6,23.0,Sunday,15000
2022-09-04,District C,52.1,23.0,Sunday,20000
2022-09-04,District D,25.4,21.2,Sunday,12000
2022-09-04,District E,29.0,21.8,Sunday,8000
2022-09-05,District A,51.4,19.8,Monday,10000
2022-09-05,District B,59.1,25.3,Monday,15000
2022-09-05,District C,96.8,22.3,Monday,20000
2022-09-05,District D,55.1,19.0,Monday,12000
2022-09-05,District E,36.8,19.0,Monday,8000
2022-09-06,District A,46.3,20.2,Tuesday,10000
2022-09-06,District B,33.0,25.6,Tuesday,15000
2022-09-06,District C,98.9,21.7,Tuesday,20000
2022-09-06,District D,55.1,21.9,Tuesday,12000
2022-09-06,District E,25.0,22.7,Tuesday,8000
2022-09-07,District A,26.1,20.3,Wednesday,10000
2022-09-07,District B,47.4,24.1,Wednesday,15000
2022-09-07,District C,69.5,22.1,Wednesday,20000
2022-09-07,District D,55.2,22.6,Wednesday,12000
2022-09-07,District E,23.2,25.8,Wednesday,8000
2022-09-08,District A,42.9,24.6,Thursday,10000
2022-09-08,District B,73.0,22.6,Thursday,15000
2022-09-08,District C,46.6,19.6,Thursday,20000
2022-09-08,District D,39.8,24.8,Thursday,12000
2022-09-08,District E,37.4,24.8,Thursday,8000
2022-09-09,District A,48.8,18.5,Friday,10000
2022-09-09,District B,55.6,21.6,Friday,15000
2022-09-09,District C,100.4,23.0,Friday,20000
2022-09-09,District D,43.2,18.2,Friday,12000
2022-09-09,District E,35.0,23.5,Friday,8000
2022-09-10,District A,24.0,23.5,Saturday,10000
2022-09-10,District B,46.1,20.4,Saturday,15000
2022-09-10,District C,56.7,24.4,Saturday,20000
2022-09-10,District D,58.5,19.7,Saturday,12000
2022-09-10,District E,39.9,18.1,Saturday,8000
2022-09-11,District A,44.9,23.4,Sunday,10000
2022-09-11,District B,30.6,20.4,Sunday,15000
2022-09-11,District C,90.0,23.9,Sunday,20000
2022-09-11,District D,29.1,23.9,Sunday,12000
2022-09-11,District E,34.5,24.0,Sunday,8000
2022-09-12,District A,45.1,23.3,Monday,10000
2022-09-12,District B,60.5,24.8,Monday,15000
2022-09-12,District C,72.7,18.7,Monday,20000
2022-09-12,District D,40.6,18.6,Monday,12000
2022-09-12,District E,18.5,21.3,Monday,8000
2022-09-13,District A,23.3,20.8,Tuesday,10000
2022-09-13,District B,72.6,24.5,Tuesday,15000
2022-09-13,District C,97.3,18.6,Tuesday,20000
2022-09-13,District D,34.8,22.2,Tuesday,12000
2022-09-13,District E,28.0,18.6,Tuesday,8000
2022-09-14,District A,41.2,24.4,Wednesday,10000
2022-09-14,District B,33.3,18.4,Wednesday,15000
2022-09-14,District C,57.7,21.2,Wednesday,20000
2022-09-14,District D,34.1,19.9,Wednesday,12000
2022-09-14,District E,38.3,24.4,Wednesday,8000
2022-09-15,District A,47.2,21.2,Thursday,10000
2022-09-15,District B,51.4,20.6,Thursday,15000
2022-09-15,District C,78.4,19.8,Thursday,20000
2022-09-15,District D,41.2,25.8,Thursday,12000
2022-09-15,District E,31.5,20.9,Thursday,8000
2022-09-16,District A,49.0,19.0,Friday,10000
2022-09-16,District B,52.7,22.0,Friday,15000
2022-09-16,District C,81.4,22.7,Friday,20000
2022-09-16,District D,51.0,18.6,Friday,12000
2022-09-16,District E,34.8,19.9,Friday,8000
2022-09-17,District A,44.1,24.6,Saturday,10000
2022-09-17,District B,53.4,22.4,Saturday,15000
2022-09-17,District C,86.5,19.1,Saturday,20000
2022-09-17,District D,41.9,20.2,Saturday,12000
2022-09-17,District E,19.2,20.3,Saturday,8000
2022-09-18,District A,21.6,23.0,Sunday,10000
2022-09-18,District B,44.3,24.0,Sunday,15000
2022-09-18,District C,70.7,18.0,Sunday,20000
2022-09-18,District D,33.9,18.4,Sunday,12000
2022-09-18,District E,17.5,23.7,Sunday,8000
2022-09-19,District A,21.1,24.7,Monday,10000
2022-09-19,District B,66.5,20.0,Monday,15000
2022-09-19,District C,48.4,20.5,Monday,20000
2022-09-19,District D,35.4,20.9,Monday,12000
2022-09-19,District E,24.7,24.7,Monday,8000
2022-09-20,District A,46.8,24.3,Tuesday,10000
2022-09-20,District B,70.9,21.5,Tuesday,15000
2022-09-20,District C,97.8,21.0,Tuesday,20000
2022-09-20,District D,48.7,18.7,Tuesday,12000
2022-09-20,District E,25.3,22.0,Tuesday,8000
2022-09-21,District A,41.1,23.1,Wednesday,10000
2022-09-21,District B,37.5,18.0,Wednesday,15000
2022-09-21,District C,80.0,23.7,Wednesday,20000
2022-09-21,District D,46.3,25.7,Wednesday,12000
2022-09-21,District E,29.6,25.6,Wednesday,8000
2022-09-22,District A,23.2,20.4,Thursday,10000
2022-09-22,District B,59.0,24.3,Thursday,15000
2022-09-22,District C,61.6,18.4,Thursday,20000
2022-09-22,District D,37.8,25.7,Thursday,12000
2022-09-22,District E,27.0,21.5,Thursday,8000
2022-09-23,District A,32.6,19.7,Friday,10000
2022-09-23,District B,34.0,21.0,Friday,15000
2022-09-23,District C,68.2,24.1,Friday,20000
2022-09-23,District D,57.3,24.6,Friday,12000
2022-09-23,District E,33.4,19.7,Friday,8000
2022-09-24,District A,46.4,21.8,Saturday,10000
2022-09-24,District B,60.5,19.7,Saturday,15000
2022-09-24,District C,57.7,22.9,Saturday,20000
2022-09-24,District D,47.5,19.1,Saturday,12000
2022-09-24,District E,23.6,23.9,Saturday,8000
2022-09-25,District A,31.9,23.2,Sunday,10000
2022-09-25,District B,39.0,23.7,Sunday,15000
2022-09-25,District C,51.5,25.1,Sunday,20000
2022-09-25,District D,26.1,20.9,Sunday,12000
2022-09-25,District E,28.4,18.9,Sunday,8000
2022-09-26,District A,47.3,20.1,Monday,10000
2022-09-26,District B,49.4,18.1,Monday,15000
2022-09-26,District C,43.2,20.7,Monday,20000
2022-09-26,District D,40.8,19.0,Monday,12000
2022-09-26,District E,27.0,21.9,Monday,8000
2022-09-27,District A,37.9,22.2,Tuesday,10000
2022-09-27,District B,50.9,18.1,Tuesday,15000
2022-09-27,District C,64.0,25.7,Tuesday,20000
2022-09-27,District D,35.2,23.4,Tuesday,12000
2022-09-27,District E,34.6,24.2,Tuesday,8000
2022-09-28,District A,49.3,22.2,Wednesday,10000
2022-09-28,District B,30.8,19.0,Wednesday,15000
2022-09-28,District C,88.4,24.2,Wednesday,20000
2022-09-28,District D,33.6,19.0,Wednesday,12000
2022-09-28,District E,23.0,18.1,Wednesday,8000
2022-09-29,District A,35.5,24.2,Thursday,10000
2022-09-29,District B,46.7,20.8,Thursday,15000
2022-09-29,District C,58.0,18.0,Thursday,20000
2022-09-29,District D,59.1,23.2,Thursday,12000
2022-09-29,District E,16.6,24.8,Thursday,8000
2022-09-30,District A,41.1,25.2,Friday,10000
2022-09-30,District B,53.1,24.2,Friday,15000
2022-09-30,District C,61.1,21.2,Friday,20000
2022-09-30,District D,33.8,18.5,Friday,12000
2022-09-30,District E,29.0,20.0,Friday,8000
2022-10-01,District A,34.2,18.0,Saturday,10000
2022-10-01,District B,73.1,12.5,Saturday,15000
2022-10-01,District C,87.1,19.5,Saturday,20000
2022-10-01,District D,43.6,19.9,Saturday,12000
2022-10-01,District E,17.8,19.7,Saturday,8000
2022-10-02,District A,26.8,14.9,Sunday,10000
2022-10-02,District B,36.3,13.6,Sunday,15000
2022-10-02,District C,86.9,17.0,Sunday,20000
2022-10-02,District D,29.3,16.6,Sunday,12000
2022-10-02,District E,31.3,18.5,Sunday,8000
2022-10-03,District A,42.2,15.1,Monday,10000
2022-10-03,District B,47.8,14.1,Monday,15000
2022-10-03,District C,60.3,19.3,Monday,20000
2022-10-03,District D,58.8,15.8,Monday,12000
2022-10-03,District E,18.4,17.7,Monday,8000
2022-10-04,District A,20.2,13.2,Tuesday,10000
2022-10-04,District B,50.1,17.0,Tuesday,15000
2022-10-04,District C,97.5,13.1,Tuesday,20000
2022-10-04,District D,32.7,16.2,Tuesday,12000
2022-10-04,District E,32.3,16.0,Tuesday,8000
2022-10-05,District A,28.2,12.6,Wednesday,10000
2022-10-05,District B,50.7,18.5,Wednesday,15000
2022-10-05,District C,66.0,16.4,Wednesday,20000
2022-10-05,District D,30.0,12.4,Wednesday,12000
2022-10-05,District E,21.0,15.6,Wednesday,8000
2022-10-06,District A,45.3,12.4,Thursday,10000
2022-10-06,District B,65.7,19.8,Thursday,15000
2022-10-06,District C,54.5,18.8,Thursday,20000
2022-10-06,District D,31.1,19.7,Thursday,12000
2022-10-06,District E,39.9,19.6,Thursday,8000
2022-10-07,District A,51.9,17.7,Friday,10000
2022-10-07,District B,43.8,16.6,Friday,15000
2022-10-07,District C,79.4,15.5,Friday,20000
2022-10-07,District D,48.7,12.6,Friday,12000
2022-10-07,District E,21.6,19.8,Friday,8000
2022-10-08,District A,47.2,18.3,Saturday,10000
2022-10-08,District B,73.2,19.5,Saturday,15000
2022-10-08,District C,98.6,16.2,Saturday,20000
2022-10-08,District D,29.8,18.1,Saturday,12000
2022-10-08,District E,33.2,15.8,Saturday,8000
2022-10-09,District A,39.2,14.0,Sunday,10000
2022-10-09,District B,37.3,17.3,Sunday,15000
2022-10-09,District C,86.3,16.5,Sunday,20000
2022-10-09,District D,24.4,16.0,Sunday,12000
2022-10-09,District E,24.6,12.1,Sunday,8000
2022-10-10,District A,28.2,19.4,Monday,10000
2022-10-10,District B,42.0,17.1,Monday,15000
2022-10-10,District C,95.4,14.6,Monday,20000
2022-10-10,District D,28.8,17.8,Monday,12000
2022-10-10,District E,17.5,15.4,Monday,8000
2022-10-11,District A,39.9,15.8,Tuesday,10000
2022-10-11,District B,43.0,12.9,Tuesday,15000
2022-10-11,District C,95.2,15.2,Tuesday,20000
2022-10-11,District D,25.6,19.9,Tuesday,12000
2022-10-11,District E,24.9,18.1,Tuesday,8000
2022-10-12,District A,42.6,15.1,Wednesday,10000
2022-10-12,District B,72.8,19.3,Wednesday,15000
2022-10-12,District C,61.4,16.6,Wednesday,20000
2022-10-12,District D,33.0,18.3,Wednesday,12000
2022-10-12,District E,24.6,16.5,Wednesday,8000
2022-10-13,District A,27.2,17.3,Thursday,10000
2022-10-13,District B,71.3,13.5,Thursday,15000
2022-10-13,District C,70.4,12.8,Thursday,20000
2022-10-13,District D,25.4,13.8,Thursday,12000
2022-10-13,District E,20.2,12.3,Thursday,8000
2022-10-14,District A,29.9,18.9,Friday,10000
2022-10-14,District B,59.0,19.6,Friday,15000
2022-10-14,District C,78.5,15.5,Friday,20000
2022-10-14,District D,53.9,16.1,Friday,12000
2022-10-14,District E,25.7,14.3,Friday,8000
2022-10-15,District A,48.4,19.2,Saturday,10000
2022-10-15,District B,48.9,19.1,Saturday,15000
2022-10-15,District C,68.6,18.2,Saturday,20000
2022-10-15,District D,31.4,16.0,Saturday,12000
2022-10-15,District E,20.5,16.7,Saturday,8000
2022-10-16,District A,45.7,14.7,Sunday,10000
2022-10-16,District B,33.2,13.7,Sunday,15000
2022-10-16,District C,96.4,12.6,Sunday,20000
2022-10-16,District D,38.7,16.1,Sunday,12000
2022-10-16,District E,36.1,18.5,Sunday,8000
2022-10-17,District A,42.8,14.7,Monday,10000
2022-10-17,District B,62.4,18.2,Monday,15000
2022-10-17,District C,97.2,13.2,Monday,20000
2022-10-17,District D,35.9,16.3,Monday,12000
2022-10-17,District E,17.7,15.4,Monday,8000
2022-10-18,District A,43.0,13.0,Tuesday,10000
2022-10-18,District B,48.7,12.0,Tuesday,15000
2022-10-18,District C,43.3,16.2,Tuesday,20000
2022-10-18,District D,32.1,19.8,Tuesday,12000
2022-10-18,District E,23.3,14.4,Tuesday,8000
2022-10-19,District A,20.0,13.8,Wednesday,10000
2022-10-19,District B,73.5,17.8,Wednesday,15000
2022-10-19,District C,79.8,13.8,Wednesday,20000
2022-10-19,District D,54.5,17.9,Wednesday,12000
2022-10-19,District E,23.3,15.4,Wednesday,8000
2022-10-20,District A,41.4,14.6,Thursday,10000
2022-10-20,District B,38.2,18.5,Thursday,15000
2022-10-20,District C,94.1,15.0,Thursday,20000
2022-10-20,District D,59.5,18.5,Thursday,12000
2022-10-20,District E,25.4,18.0,Thursday,8000
2022-10-21,District A,41.8,16.7,Friday,10000
2022-10-21,District B,57.2,12.6,Friday,15000
2022-10-21,District C,52.5,17.7,Friday,20000
2022-10-21,District D,47.3,18.2,Friday,12000
2022-10-21,District E,17.9,19.6,Friday,8000
2022-10-22,District A,38.0,14.1,Saturday,10000
2022-10-22,District B,62.1,14.4,Saturday,15000
2022-10-22,District C,46.2,18.1,Saturday,20000
2022-10-22,District D,42.3,16.1,Saturday,12000
2022-10-22,District E,38.4,15.0,Saturday,8000
2022-10-23,District A,40.9,18.6,Sunday,10000
2022-10-23,District B,50.8,17.7,Sunday,15000
2022-10-23,District C,81.7,19.4,Sunday,20000
2022-10-23,District D,55.0,17.8,Sunday,12000
2022-10-23,District E,35.4,14.2,Sunday,8000
2022-10-24,District A,31.9,13.6,Monday,10000
2022-10-24,District B,77.7,14.7,Monday,15000
2022-10-24,District C,86.2,18.9,Monday,20000
2022-10-24,District D,46.4,17.8,Monday,12000
2022-10-24,District E,29.3,19.6,Monday,8000
2022-10-25,District A,24.9,15.0,Tuesday,10000
2022-10-25,District B,63.0,18.3,Tuesday,15000
2022-10-25,District C,41.5,15.1,Tuesday,20000
2022-10-25,District D,24.4,18.7,Tuesday,12000
2022-10-25,District E,39.3,17.6,Tuesday,8000
2022-10-26,District A,27.0,15.5,Wednesday,10000
2022-10-26,District B,66.8,17.6,Wednesday,15000
2022-10-26,District C,98.0,16.4,Wednesday,20000
2022-10-26,District D,42.2,12.4,Wednesday,12000
2022-10-26,District E,36.7,17.7,Wednesday,8000
2022-10-27,District A,44.0,13.4,Thursday,10000
2022-10-27,District B,47.8,16.4,Thursday,15000
2022-10-27,District C,91.9,13.1,Thursday,20000
2022-10-27,District D,35.2,13.3,Thursday,12000
2022-10-27,District E,36.9,14.3,Thursday,8000
2022-10-28,District A,46.1,17.4,Friday,10000
2022-10-28,District B,61.0,14.0,Friday,15000
2022-10-28,District C,94.5,16.6,Friday,20000
2022-10-28,District D,25.7,19.2,Friday,12000
2022-10-28,District E,18.1,17.4,Friday,8000
2022-10-29,District A,28.6,16.4,Saturday,10000
2022-10-29,District B,45.9,14.5,Saturday,15000
2022-10-29,District C,60.0,17.0,Saturday,20000
2022-10-29,District D,38.6,17.9,Saturday,12000
2022-10-29,District E,34.8,12.5,Saturday,8000
2022-10-30,District A,33.0,14.3,Sunday,10000
2022-10-30,District B,45.0,17.5,Sunday,15000
2022-10-30,District C,62.4,12.5,Sunday,20000
2022-10-30,District D,47.1,19.6,Sunday,12000
2022-10-30,District E,31.2,17.4,Sunday,8000
2022-10-31,District A,34.2,13.6,Monday,10000
2022-10-31,District B,36.3,18.0,Monday,15000
2022-10-31,District C,59.4,14.2,Monday,20000
2022-10-31,District D,62.3,15.5,Monday,12000
2022-10-31,District E,29.9,12.5,Monday,8000
2022-11-01,District A,49.1,6.3,Tuesday,10000
2022-11-01,District B,48.2,5.8,Tuesday,15000
2022-11-01,District C,82.3,10.2,Tuesday,20000
2022-11-01,District D,36.5,8.0,Tuesday,12000
2022-11-01,District E,22.3,7.8,Tuesday,8000
2022-11-02,District A,34.5,6.4,Wednesday,10000
2022-11-02,District B,42.9,6.9,Wednesday,15000
2022-11-02,District C,98.1,9.6,Wednesday,20000
2022-11-02,District D,26.8,9.2,Wednesday,12000
2022-11-02,District E,38.8,5.5,Wednesday,8000
2022-11-03,District A,22.8,7.1,Thursday,10000
2022-11-03,District B,58.1,9.2,Thursday,15000
2022-11-03,District C,56.0,9.5,Thursday,20000
2022-11-03,District D,58.7,5.1,Thursday,12000
2022-11-03,District E,32.2,6.8,Thursday,8000
2022-11-04,District A,40.2,9.9,Friday,10000
2022-11-04,District B,44.3,7.2,Friday,15000
2022-11-04,District C,96.6,9.2,Friday,20000
2022-11-04,District D,29.2,11.6,Friday,12000
2022-11-04,District E,40.6,6.1,Friday,8000
2022-11-05,District A,46.5,10.2,Saturday,10000
2022-11-05,District B,56.4,6.4,Saturday,15000
2022-11-05,District C,80.8,9.9,Saturday,20000
2022-11-05,District D,24.6,7.9,Saturday,12000
2022-11-05,District E,22.1,9.1,Saturday,8000
2022-11-06,District A,48.7,8.2,Sunday,10000
2022-11-06,District B,67.8,7.8,Sunday,15000
2022-11-06,District C,80.3,6.3,Sunday,20000
2022-11-06,District D,27.7,11.8,Sunday,12000
2022-11-06,District E,26.4,5.1,Sunday,8000
2022-11-07,District A,44.6,5.6,Monday,10000
2022-11-07,District B,52.0,11.4,Monday,15000
2022-11-07,District C,69.4,6.8,Monday,20000
2022-11-07,District D,25.5,10.1,Monday,12000
2022-11-07,District E,32.3,9.1,Monday,8000
2022-11-08,District A,27.3,9.5,Tuesday,10000
2022-11-08,District B,34.1,10.0,Tuesday,15000
2022-11-08,District C,92.6,6.4,Tuesday,20000
2022-11-08,District D,24.5,10.2,Tuesday,12000
2022-11-08,District E,21.1,6.7,Tuesday,8000
2022-11-09,District A,27.4,6.9,Wednesday,10000
2022-11-09,District B,50.7,5.4,Wednesday,15000
2022-11-09,District C,76.4,10.1,Wednesday,20000
2022-11-09,District D,26.9,9.7,Wednesday,12000
2022-11-09,District E,36.1,11.7,Wednesday,8000
2022-11-10,District A,44.7,10.6,Thursday,10000
2022-11-10,District B,54.5,11.5,Thursday,15000
2022-11-10,District C,77.0,6.4,Thursday,20000
2022-11-10,District D,50.6,10.2,Thursday,12000
2022-11-10,District E,17.6,8.7,Thursday,8000
2022-11-11,District A,50.0,7.6,Friday,10000
2022-11-11,District B,56.9,9.1,Friday,15000
2022-11-11,District C,65.2,6.9,Friday,20000
2022-11-11,District D,50.4,11.3,Friday,12000
2022-11-11,District E,28.2,10.5,Friday,8000
2022-11-12,District A,27.5,9.4,Saturday,10000
2022-11-12,District B,49.2,9.9,Saturday,15000
2022-11-12,District C,79.0,8.1,Saturday,20000
2022-11-12,District D,26.3,11.6,Saturday,12000
2022-11-12,District E,23.0,10.8,Saturday,8000
2022-11-13,District A,20.7,8.1,Sunday,10000
2022-11-13,District B,52.6,7.1,Sunday,15000
2022-11-13,District C,69.5,5.4,Sunday,20000
2022-11-13,District D,27.8,11.5,Sunday,12000
2022-11-13,District E,25.8,10.4,Sunday,8000
2022-11-14,District A,29.2,9.6,Monday,10000
2022-11-14,District B,39.1,6.1,Monday,15000
2022-11-14,District C,53.7,5.5,Monday,20000
2022-11-14,District D,58.5,9.6,Monday,12000
2022-11-14,District E,34.1,10.7,Monday,8000
2022-11-15,District A,28.7,5.8,Tuesday,10000
2022-11-15,District B,41.2,7.2,Tuesday,15000
2022-11-15,District C,72.1,8.6,Tuesday,20000
2022-11-15,District D,36.7,7.5,Tuesday,12000
2022-11-15,District E,34.9,10.8,Tuesday,8000
2022-11-16,District A,47.4,7.2,Wednesday,10000
2022-11-16,District B,44.7,11.7,Wednesday,15000
2022-11-16,District C,70.3,7.5,Wednesday,20000
2022-11-16,District D,55.5,11.6,Wednesday,12000
2022-11-16,District E,25.4,5.7,Wednesday,8000
2022-11-17,District A,35.1,8.9,Thursday,10000
2022-11-17,District B,68.6,6.4,Thursday,15000
2022-11-17,District C,90.3,9.7,Thursday,20000
2022-11-17,District D,50.9,11.0,Thursday,12000
2022-11-17,District E,30.7,8.1,Thursday,8000
2022-11-18,District A,42.2,6.1,Friday,10000
2022-11-18,District B,64.3,6.3,Friday,15000
2022-11-18,District C,49.4,6.6,Friday,20000
2022-11-18,District D,25.3,6.2,Friday,12000
2022-11-18,District E,35.3,10.0,Friday,8000
